Date,Departure Airport,Arrival Airport,Flight Number,Flight Time,STD,ATD,STA,Status,StatusText,StatusTime,Callsign,AIRCRAFT,TYPE CODE,MODE S,AIRLINE,Code,OPERATOR,Code2
13 Jan 2025,Bangkok (BKK),Krabi (KBV),VZ342,1:11,02:35 PM,03:05 PM,03:55 PM,Landed 04:15 PM,Landed,04:15 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Fukuoka (FUK),Bangkok (BKK),VZ811,5:40,06:55 AM,07:17 AM,01:00 PM,Landed 12:57 PM,Landed,12:57 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Bangkok (BKK),Fukuoka (FUK),VZ810,4:39,12:45 AM,01:17 AM,05:55 AM,Landed 05:57 AM,Landed,05:57 AM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Phuket (HKT),Bangkok (BKK),VZ2309,1:07,10:20 PM,10:40 PM,11:50 PM,Landed 11:47 PM,Landed,11:47 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Bangkok (BKK),Phuket (HKT),VZ2308,1:13,08:15 PM,08:29 PM,09:45 PM,Landed 09:43 PM,Landed,09:43 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),VZ109,1:20,05:20 PM,06:00 PM,06:40 PM,Landed 07:20 PM,Landed,07:20 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),VZ108,0:57,03:25 PM,04:13 PM,04:45 PM,Landed 05:10 PM,Landed,05:10 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Hat Yai (HDY),Bangkok (BKK),VZ325,1:35,01:05 PM,01:21 PM,02:35 PM,Landed 02:56 PM,Landed,02:56 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Bangkok (BKK),Hat Yai (HDY),VZ324,1:10,11:00 AM,11:32 AM,12:30 PM,Landed 12:42 PM,Landed,12:42 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Phuket (HKT),Bangkok (BKK),VZ315,1:29,08:55 AM,08:56 AM,10:25 AM,Landed 10:25 AM,Landed,10:25 AM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Bangkok (BKK),Phuket (HKT),VZ314,1:07,07:00 AM,07:00 AM,08:25 AM,Landed 08:07 AM,Landed,08:07 AM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
11 Jan 2025,Krabi (KBV),Bangkok (BKK),VZ345,1:07,08:45 PM,09:11 PM,10:10 PM,Landed 10:18 PM,Landed,10:18 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
11 Jan 2025,Bangkok (BKK),Krabi (KBV),VZ344,1:09,06:40 PM,07:12 PM,08:10 PM,Landed 08:20 PM,Landed,08:20 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
11 Jan 2025,Krabi (KBV),Bangkok (BKK),VZ343,1:16,04:30 PM,04:51 PM,05:55 PM,Landed 06:06 PM,Landed,06:06 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
11 Jan 2025,Bangkok (BKK),Krabi (KBV),VZ342,1:10,02:35 PM,02:48 PM,03:55 PM,Landed 03:58 PM,Landed,03:58 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
10 Jan 2025,Fukuoka (FUK),Bangkok (BKK),VZ811,5:49,06:55 AM,07:05 AM,01:00 PM,Landed 12:54 PM,Landed,12:54 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
10 Jan 2025,Bangkok (BKK),Fukuoka (FUK),VZ810,4:35,12:45 AM,01:03 AM,05:55 AM,Landed 05:38 AM,Landed,05:38 AM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
10 Jan 2025,Surat Thani (URT),Bangkok (BKK),VZ353,0:57,06:50 PM,08:08 PM,08:00 PM,Landed 09:05 PM,Landed,09:05 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
10 Jan 2025,Bangkok (BKK),Surat Thani (URT),VZ352,1:04,05:00 PM,06:17 PM,06:20 PM,Landed 07:21 PM,Landed,07:21 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
10 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),VZ105,1:31,03:00 PM,03:30 PM,04:20 PM,Landed 05:02 PM,Landed,05:02 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Osaka (KIX),Chiang Mai (CNX),VZ823,6:19,06:55 AM,07:51 AM,01:30 PM,Landed 02:10 PM,Landed,02:10 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Chiang Mai (CNX),Osaka (KIX),VZ822,4:30,12:30 AM,12:19 AM,05:30 AM,Landed 04:49 AM,Landed,04:49 AM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),VZ104,0:56,09:25 PM,09:27 PM,10:45 PM,Landed 10:23 PM,Landed,10:23 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Surat Thani (URT),Bangkok (BKK),VZ353,1:05,06:50 PM,07:03 PM,08:00 PM,Landed 08:08 PM,Landed,08:08 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Bangkok (BKK),Surat Thani (URT),VZ352,1:01,05:00 PM,05:16 PM,06:20 PM,Landed 06:17 PM,Landed,06:17 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Hat Yai (HDY),Bangkok (BKK),VZ321,1:10,09:10 AM,09:26 AM,10:40 AM,Landed 10:36 AM,Landed,10:36 AM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Bangkok (BKK),Hat Yai (HDY),VZ320,1:09,07:10 AM,07:15 AM,08:40 AM,Landed 08:24 AM,Landed,08:24 AM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
08 Jan 2025,Krabi (KBV),Bangkok (BKK),VZ345,1:18,08:45 PM,09:12 PM,10:10 PM,Landed 10:30 PM,Landed,10:30 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
08 Jan 2025,Bangkok (BKK),Krabi (KBV),VZ344,1:11,06:40 PM,07:12 PM,08:10 PM,Landed 08:23 PM,Landed,08:23 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
08 Jan 2025,Krabi (KBV),Bangkok (BKK),VZ343,1:02,04:30 PM,05:04 PM,05:55 PM,Landed 06:06 PM,Landed,06:06 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
08 Jan 2025,Bangkok (BKK),Krabi (KBV),VZ342,1:11,02:35 PM,02:59 PM,03:55 PM,Landed 04:10 PM,Landed,04:10 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
07 Jan 2025,Fukuoka (FUK),Bangkok (BKK),VZ811,5:52,06:55 AM,06:55 AM,01:00 PM,Landed 12:47 PM,Landed,12:47 PM,HS-VKM,Airbus A321-211,A321,88596D,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
15 Jan 2025,Osaka (KIX),Taipei (TPE),VZ567,—,10:00 AM,09:59 AM,01:15 PM,Estimated 12:56 PM,Estimated,12:56 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
14 Jan 2025,Taipei (TPE),Osaka (KIX),VZ566,1:57,06:30 AM,06:43 AM,09:00 AM,Landed 08:40 AM,Landed,08:40 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
14 Jan 2025,Bangkok (BKK),Taipei (TPE),VZ566,3:12,01:45 AM,02:00 AM,05:30 AM,Landed 05:12 AM,Landed,05:12 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
14 Jan 2025,Phuket (HKT),Bangkok (BKK),VZ2309,1:04,10:10 PM,11:10 PM,11:40 PM,Landed 12:14 AM,Landed,12:14 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
14 Jan 2025,Bangkok (BKK),Phuket (HKT),VZ2308,1:15,07:45 PM,08:54 PM,09:15 PM,Landed 10:09 PM,Landed,10:09 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
14 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),VZ109,1:16,05:20 PM,05:47 PM,06:40 PM,Landed 07:03 PM,Landed,07:03 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
14 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),VZ108,1:00,03:25 PM,03:57 PM,04:45 PM,Landed 04:57 PM,Landed,04:57 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
14 Jan 2025,Krabi (KBV),Bangkok (BKK),VZ2341,1:06,01:20 PM,01:39 PM,02:45 PM,Landed 02:45 PM,Landed,02:45 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
14 Jan 2025,Bangkok (BKK),Krabi (KBV),VZ2340,—,11:20 AM,11:39 AM,12:40 PM,Unknown N/A,Unknown,N/A,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
14 Jan 2025,Hat Yai (HDY),Bangkok (BKK),VZ321,1:22,09:10 AM,09:08 AM,10:40 AM,Landed 10:30 AM,Landed,10:30 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
14 Jan 2025,Bangkok (BKK),Hat Yai (HDY),VZ320,1:10,07:10 AM,07:15 AM,08:40 AM,Landed 08:26 AM,Landed,08:26 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
13 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),VZ2107,1:05,08:50 PM,09:58 PM,10:10 PM,Landed 11:03 PM,Landed,11:03 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
13 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),VZ2106,0:57,07:10 PM,08:10 PM,08:20 PM,Landed 09:08 PM,Landed,09:08 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
13 Jan 2025,Taipei (TPE),Bangkok (BKK),VZ567,3:43,02:15 PM,02:44 PM,06:10 PM,Landed 06:27 PM,Landed,06:27 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
13 Jan 2025,Osaka (KIX),Taipei (TPE),VZ567,3:02,10:00 AM,10:13 AM,01:15 PM,Landed 01:15 PM,Landed,01:15 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Taipei (TPE),Osaka (KIX),VZ566,2:05,06:30 AM,06:55 AM,09:00 AM,Landed 09:01 AM,Landed,09:01 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Bangkok (BKK),Taipei (TPE),VZ566,3:00,01:45 AM,02:23 AM,05:30 AM,Landed 05:23 AM,Landed,05:23 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Krabi (KBV),Bangkok (BKK),VZ345,1:21,08:45 PM,09:05 PM,10:10 PM,Landed 10:26 PM,Landed,10:26 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Bangkok (BKK),Krabi (KBV),VZ344,1:06,06:40 PM,07:10 PM,08:10 PM,Landed 08:16 PM,Landed,08:16 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Krabi (KBV),Bangkok (BKK),VZ343,1:10,04:30 PM,04:54 PM,05:55 PM,Landed 06:03 PM,Landed,06:03 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
12 Jan 2025,Bangkok (BKK),Krabi (KBV),VZ342,1:09,02:35 PM,02:55 PM,03:55 PM,Landed 04:04 PM,Landed,04:04 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
11 Jan 2025,Fukuoka (FUK),Bangkok (BKK),VZ811,6:06,06:55 AM,06:59 AM,01:00 PM,Landed 01:05 PM,Landed,01:05 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
11 Jan 2025,Bangkok (BKK),Fukuoka (FUK),VZ810,4:29,12:45 AM,01:08 AM,05:55 AM,Landed 05:37 AM,Landed,05:37 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
11 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),VZ2107,1:00,08:50 PM,09:11 PM,10:10 PM,Landed 10:11 PM,Landed,10:11 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
11 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),VZ2106,0:55,07:10 PM,07:33 PM,08:20 PM,Landed 08:27 PM,Landed,08:27 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
11 Jan 2025,Taipei (TPE),Bangkok (BKK),VZ567,3:40,02:15 PM,02:25 PM,06:10 PM,Landed 06:04 PM,Landed,06:04 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
11 Jan 2025,Osaka (KIX),Taipei (TPE),VZ567,3:07,10:00 AM,10:02 AM,01:15 PM,Landed 01:10 PM,Landed,01:10 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
10 Jan 2025,Taipei (TPE),Osaka (KIX),VZ566,1:59,06:30 AM,06:57 AM,09:00 AM,Landed 08:56 AM,Landed,08:56 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
10 Jan 2025,Bangkok (BKK),Taipei (TPE),VZ566,2:59,01:45 AM,02:22 AM,05:30 AM,Landed 05:21 AM,Landed,05:21 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
10 Jan 2025,Phuket (HKT),Bangkok (BKK),VZ2309,1:04,10:20 PM,11:02 PM,11:50 PM,Landed 12:05 AM,Landed,12:05 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
10 Jan 2025,Bangkok (BKK),Phuket (HKT),VZ2308,1:18,08:10 PM,08:43 PM,09:40 PM,Landed 10:01 PM,Landed,10:01 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
10 Jan 2025,Taipei (TPE),Bangkok (BKK),VZ567,3:48,02:15 PM,02:42 PM,06:10 PM,Landed 06:30 PM,Landed,06:30 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
10 Jan 2025,Osaka (KIX),Taipei (TPE),VZ567,2:54,10:00 AM,10:03 AM,01:15 PM,Landed 12:58 PM,Landed,12:58 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Taipei (TPE),Osaka (KIX),VZ566,1:54,06:30 AM,07:15 AM,09:00 AM,Landed 09:09 AM,Landed,09:09 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Bangkok (BKK),Taipei (TPE),VZ566,3:01,01:45 AM,02:42 AM,05:30 AM,Landed 05:43 AM,Landed,05:43 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),VZ2107,1:01,08:50 PM,10:20 PM,10:10 PM,Landed 11:21 PM,Landed,11:21 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),VZ2106,1:01,07:10 PM,08:19 PM,08:20 PM,Landed 09:19 PM,Landed,09:19 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Taipei (TPE),Bangkok (BKK),VZ567,3:40,02:15 PM,03:13 PM,06:10 PM,Landed 06:53 PM,Landed,06:53 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
09 Jan 2025,Osaka (KIX),Taipei (TPE),VZ567,3:23,10:00 AM,10:17 AM,01:15 PM,Landed 01:40 PM,Landed,01:40 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
08 Jan 2025,Taipei (TPE),Osaka (KIX),VZ566,2:17,06:30 AM,06:50 AM,09:00 AM,Landed 09:07 AM,Landed,09:07 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
08 Jan 2025,Bangkok (BKK),Taipei (TPE),VZ566,3:07,01:45 AM,02:25 AM,05:30 AM,Landed 05:31 AM,Landed,05:31 AM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
08 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),VZ2107,1:13,08:50 PM,09:19 PM,10:10 PM,Landed 10:32 PM,Landed,10:32 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
08 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),VZ2106,0:56,07:10 PM,07:33 PM,08:20 PM,Landed 08:29 PM,Landed,08:29 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
08 Jan 2025,Taipei (TPE),Bangkok (BKK),VZ567,3:37,02:15 PM,02:42 PM,06:10 PM,Landed 06:18 PM,Landed,06:18 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
08 Jan 2025,Osaka (KIX),Taipei (TPE),VZ567,3:13,10:00 AM,10:15 AM,01:15 PM,Landed 01:28 PM,Landed,01:28 PM,HS-VKR,Airbus A321-211,A321,885972,VietJet Air,VJ / VJC,Thai VietJet Air,VZ / TVJ
14 Jan 2025,Sydney (SYD),Bangkok (DMK),XJ383,—,05:50 AM,06:44 AM,03:45 PM,Estimated 03:42 PM,Estimated,03:42 PM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
14 Jan 2025,Bangkok (DMK),Sydney (SYD),XJ382,9:30,06:45 PM,07:28 PM,04:20 AM,Landed 04:58 AM,Landed,04:58 AM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
14 Jan 2025,Osaka (KIX),Bangkok (DMK),XJ613,6:16,07:55 AM,08:01 AM,02:25 PM,Landed 02:16 PM,Landed,02:16 PM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
13 Jan 2025,Bangkok (DMK),Osaka (KIX),XJ612,5:00,01:10 AM,01:39 AM,06:40 AM,Landed 06:39 AM,Landed,06:39 AM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
13 Jan 2025,Osaka (KIX),Bangkok (DMK),XJ613,6:15,07:55 AM,08:22 AM,02:25 PM,Landed 02:37 PM,Landed,02:37 PM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
12 Jan 2025,Bangkok (DMK),Osaka (KIX),XJ612,5:02,01:10 AM,02:05 AM,06:40 AM,Landed 07:07 AM,Landed,07:07 AM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
12 Jan 2025,Seoul (ICN),Bangkok (DMK),XJ709,5:40,02:30 PM,03:00 PM,08:40 PM,Landed 08:40 PM,Landed,08:40 PM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
12 Jan 2025,Bangkok (DMK),Seoul (ICN),XJ708,4:55,07:45 AM,07:56 AM,01:15 PM,Landed 12:51 PM,Landed,12:51 PM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
11 Jan 2025,Tokyo (NRT),Bangkok (DMK),XJ607,7:14,07:15 PM,07:17 PM,02:40 AM,Landed 02:32 AM,Landed,02:32 AM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
11 Jan 2025,Bangkok (DMK),Tokyo (NRT),XJ606,5:26,11:55 AM,12:04 PM,06:00 PM,Landed 05:30 PM,Landed,05:30 PM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
10 Jan 2025,Tokyo (NRT),Bangkok (DMK),XJ607,7:04,07:15 PM,07:57 PM,02:40 AM,Landed 03:01 AM,Landed,03:01 AM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
10 Jan 2025,Bangkok (DMK),Tokyo (NRT),XJ606,5:18,11:55 AM,12:31 PM,06:00 PM,Landed 05:50 PM,Landed,05:50 PM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
09 Jan 2025,Harbin (HRB),Bangkok (DMK),XJ901,5:53,01:15 AM,01:18 AM,08:00 AM,Landed 07:10 AM,Landed,07:10 AM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
09 Jan 2025,Bangkok (DMK),Harbin (HRB),XJ900,5:22,06:00 PM,05:18 PM,12:00 AM,Landed 10:40 PM,Landed,10:40 PM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
09 Jan 2025,Seoul (ICN),Bangkok (DMK),XJ701,5:52,09:20 AM,09:53 AM,03:30 PM,Landed 03:45 PM,Landed,03:45 PM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
08 Jan 2025,Bangkok (DMK),Seoul (ICN),XJ700,4:52,02:30 AM,02:41 AM,08:05 AM,Landed 07:33 AM,Landed,07:33 AM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
08 Jan 2025,Delhi (DEL),Bangkok (DMK),XJ231,3:26,06:35 PM,07:07 PM,10:45 PM,Landed 10:32 PM,Landed,10:32 PM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
08 Jan 2025,Bangkok (DMK),Delhi (DEL),XJ230,4:05,12:45 PM,01:12 PM,05:20 PM,Landed 05:16 PM,Landed,05:16 PM,HS-XTA,Airbus A330-343,A333,886281,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
15 Jan 2025,Tokyo (NRT),Bangkok (DMK),XJ607,—,07:15 PM,N/A,02:40 AM,Estimated departure 07:15 PM,Estimated departure,07:15 PM,HS-XTC,Airbus A330-343,A333,886283,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
15 Jan 2025,Bangkok (DMK),Tokyo (NRT),XJ606,—,11:55 AM,N/A,06:00 PM,Scheduled N/A,Scheduled,N/A,HS-XTC,Airbus A330-343,A333,886283,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
14 Jan 2025,Harbin (HRB),Bangkok (DMK),XJ901,5:49,01:15 AM,01:13 AM,08:00 AM,Landed 07:02 AM,Landed,07:02 AM,HS-XTC,Airbus A330-343,A333,886283,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
14 Jan 2025,Bangkok (DMK),Harbin (HRB),XJ900,5:20,06:00 PM,05:16 PM,12:00 AM,Landed 10:36 PM,Landed,10:36 PM,HS-XTC,Airbus A330-343,A333,886283,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
14 Jan 2025,Seoul (ICN),Bangkok (DMK),XJ701,5:53,09:20 AM,10:00 AM,03:30 PM,Landed 03:53 PM,Landed,03:53 PM,HS-XTC,Airbus A330-343,A333,886283,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
13 Jan 2025,Bangkok (DMK),Seoul (ICN),XJ700,4:48,02:30 AM,02:43 AM,08:05 AM,Landed 07:31 AM,Landed,07:31 AM,HS-XTC,Airbus A330-343,A333,886283,AirAsia X,D7 / XAX,Thai AirAsia X,XJ / TAX
